query_number,query,rank,is_number,title,hybrid_score,status,relevance,notes
17,We need LED lighting equipment for a commercial building.,8,IS 15111 (Part 1):2002,Self ballasted lamps for general lighting services: Part 1 safety requirements,0.4959,Current,,
17,We need LED lighting equipment for a commercial building.,9,IS 19320:2025,61827: 2004,0.3986,Not Available,,
17,We need LED lighting equipment for a commercial building.,10,IS 18687:2024,Germicidal UV-C Irradiation Devices -Safety Requirements,0.3818,Not Available,,
18,We need pressure vessels for an industrial plant.,1,IS 13477:2024,Industrial Water Tube Boiler - Purchasers Datasheet (First Revision),0.825,Current,,
18,We need pressure vessels for an industrial plant.,2,IS 16835 (Part 2):2018 ISO 13856-2,Safety of machinery - Pressure - Sensitive protective devices: Part 2 general principlesfor design and testing of pressure - Sensitive edges and pressure - Sensitive bars,0.8237,Current,,
18,We need pressure vessels for an industrial plant.,3,IS 13445 (Part 1):2025,Industrial Water Tube Boilers - Supplier's Data Sheet Part 1 Proposal Stage (FIRST REVISION),0.8173,Current,,
18,We need pressure vessels for an industrial plant.,4,IS 12370 (Part 5):2023 ISO 4126-5,SAFETY DEVICES FOR PROTECTION AGAINST EXCESSIVE PRESSURE PART 5 CONTROLLED SAFETY PRESSURE RELIEF SYSTEMS CSPRS (Second Revision ),0.7872,Not Available,,
18,We need pressure vessels for an industrial plant.,5,IS/ISO 11120:2015,GAS CYLINDERS REFILLABLE SEAMLESS STEEL TUBES OF WATER CAPACITY BETWEEN 150 L AND 3 000 L DESIGN CONSTRUCTION AND TESTING,0.7516,Not Available,,
18,We need pressure vessels for an industrial plant.,6,IS/ISO 21573 (Part 2):2020,Building Construction Machinery and Equipment — Concrete Pumps Part 2 Procedure for Examination of Technical Parameters (First Revision),0.7416,Current,,
18,We need pressure vessels for an industrial plant.,7,IS 12370 (Part 6):2023 ISO 4126-6,SAFETY DEVICES FOR PROTECTION AGAINST EXCESSIVE PRESSURE PART 6 APPLICATION SELECTION ANDINSTALLATION OF BURSTING DISC SAFETY DEVICES ( Second Revision ),0.6924,Not Available,,
18,We need pressure vessels for an industrial plant.,8,IS 15045 (Part 1):2021 ISO 5599-1,Pneumatic Fluid Power - Five-Port Directional Control Valves Part 1 Mounting Interface Surfaces without Electrical Connector ( First Revision ),0.6152,Current,,
18,We need pressure vessels for an industrial plant.,9,IS 15190 (Part 1):2002,Acetylene pipelines - Code of practice: Part 1 for pressures up to 155 kPa (G),0.6128,Current,,
18,We need pressure vessels for an industrial plant.,10,IS 15045 (Part 2):2021 ISO 5599-2,Pneumatic Fluid Power - Five-Port Directional Control Valves Part 2 Mounting Interface Surfaces with Optional Electrical Connector ( First Revision ),0.5571,Current,,
19,We need agricultural irrigation pipes.,1,IS 11624:2019,Quality of Irrigation Water - Guidelines (First Revision),0.825,Current,,
19,We need agricultural irrigation pipes.,2,IS 11494:1986,Code for Construction and Maintenance of Surface Farm Drainage Systems,0.7429,Current,,
19,We need agricultural irrigation pipes.,3,IS 12239 (Part 6):2019,Agricultural Machinery - Safety : Part 6 Sprayers and Liquid Fertilizer Distributors,0.6402,Current,,
19,We need agricultural irrigation pipes.,4,IS 8968:1978,Specification for Farm Drainage Concrete Tiles,0.6105,Current,,
19,We need agricultural irrigation pipes.,5,IS 15858:2013,Cotton Seed Delinting Machinery — Delinting Machine with Electrical Heating and Hydraulic System — Specification,0.542,Current,,
19,We need agricultural irrigation pipes.,6,IS 13218 (Part 1):2026,PROFORMA FOR REPORTING PROGRESS DURING CONSTRUCTION FOR RIVER VALLEY PROJECTS PART 1 IRRIGATION WORKS First Revision of IS 13218 Part 1,0.5285,Not Available,,
19,We need agricultural irrigation pipes.,7,IS 14519:1998,Guidelines for fixing rates for irrigation water,0.4899,Current,,
19,We need agricultural irrigation pipes.,8,IS 13218 (Part 1):1992,Proforma for reporting progress during construction for river valley projects: Part 1 irrigation works,0.474,Current,,
19,We need agricultural irrigation pipes.,9,IS 14483 (Part 2):2025,Fertilizer and Chemical Injection System Part 2 Water Driven Chemical Injector Pump - Specification ( First Revision),0.4128,Current,,
19,We need agricultural irrigation pipes.,10,IS 13218 (Part 3):2024,PROFORMA FOR REPORTING PROGRESS DURING CONSTRUCTION FOR RIVER VALLEY PROJECTS PART 3 FLOOD CONTROL (First Revision ),0.379,Current,,
20,We need testing requirements for concrete used in construction.,1,IS 1199 (Part 7):2018,"Fresh Concrete - Methods of Sampling, Testing and Analysis: Part 7 Determination of Setting Time of Concrete by Penetration Resistance ( First Revision )",0.814,Current,,
20,We need testing requirements for concrete used in construction.,2,IS 516 (Part 5/Sec 1):2018,Hardened Concrete - Methods of Test: Part 5 Non-destructive Testing of Concrete: Section 1 Ultrasonic Pulse Velocity Testing ( First Revision ),0.7776,Current,,
20,We need testing requirements for concrete used in construction.,3,IS 1199 (Part 6):2018,"Fresh Concrete - Methods of Sampling, Testing and Analysis: Part 6 Tests on Fresh Self Compacting Concrete ( First Revision )",0.7311,Current,,
20,We need testing requirements for concrete used in construction.,4,IS 516 (Part 4):2018,"Hardened Concrete - Methods of Test: Part 4 Sampling, Preparing and Testing of Concrete Cores ( First Revision )",0.707,Current,,
20,We need testing requirements for concrete used in construction.,5,IS 1199 (Part 5):2018,"Fresh Concrete - Methods of Sampling, Testing and Analysis: Part 5 Making and Curing of Test Specimens ( First Revision )",0.6647,Current,,
20,We need testing requirements for concrete used in construction.,6,IS 516 (Part 5/Sec 3):2021,Hardened Concrete - Methods of Test: Part 5 Non-Destructive Testing of Concrete: Section 3 Carbonation Depth Test ( First Revision ),0.6528,Not Available,,
20,We need testing requirements for concrete used in construction.,7,IS 14858:2000,Compression Testing Machine used for testing of Concrete and Mortar - Requirements,0.652,Current,,
20,We need testing requirements for concrete used in construction.,8,IS 3597:1998,Concrete pipes - Methods of test,0.6264,Current,,
20,We need testing requirements for concrete used in construction.,9,IS 516 (Part 1/Sec 1):2021,"Hardened concrete - Methods of test: Part 1 Testing of strength of hardened concrete: Section 1 Compressive, flexural and split tensile strength (First Revision)",0.6254,Not Available,,
20,We need testing requirements for concrete used in construction.,10,IS 516 (Part 5/Sec 4):2020,Hardened Concrete - Methods of Test: Part 5 Non-Destructive Testing of Concrete: Section 4 Rebound Hammer Test ( First Revision ),0.5606,Current,,
